4611,55,2
624,4807,2
169,2779,2
4155,4004,0
2093,2692,1
1843,4573,1
2689,2286,0
188,754,2
755,3376,2
704,5193,1
2769,4263,0
5003,2663,2
532,1144,2
171,4821,0
3695,4763,1
3713,5244,2
2346,372,1
3056,1468,1
2671,101,0
3658,4233,1
5464,2951,0
781,1806,2
4593,2612,0
1291,4234,2
2048,2796,1
1403,4249,2
1925,3401,1
2245,4012,0
1630,110,1
3979,343,1
1960,401,0
1686,3498,2
1713,910,0
4027,1161,1
4549,4044,1
5068,2408,0
3253,1374,2
1689,2281,1
1667,2944,0
1666,745,1
3998,3117,2
4624,4480,2
839,3914,1
4745,4974,2
2381,7,1
1261,225,1
1988,1836,1
3015,2089,2
2739,252,1
4348,5319,1
2282,4823,2
3414,58,1
2771,4866,2
4786,3590,0
3595,2568,2
2334,5442,0
2833,5297,2
1213,2617,0
4962,1650,0
4163,3400,0
1621,2184,2
1679,1628,0
751,2697,0
2800,3399,0
693,4415,0
3125,4648,0
473,482,0
5187,4502,0
19,1731,2
1149,4260,2
2919,2244,1
4907,1517,2
1305,1147,0
5162,5380,2
3281,4179,0
5055,2915,0
413,2795,2
2170,105,1
4166,2178,2
1696,4860,2
2548,45,1
882,74,0
4482,1662,0
2253,739,1
401,1938,0
5147,303,0
1618,3480,1
4144,2454,0
1622,1126,0
2926,5105,0
383,5345,0
5008,5239,0
5353,4375,1
2916,273,2
2301,4048,0
2001,1531,1
2023,2610,0
4442,4215,0
1943,3717,0
2460,4062,0
993,3998,0
3003,1795,0
3778,3153,0
3883,3205,0
3783,1407,0
2805,3042,2
4663,1631,1
3811,4377,2
5354,4520,0
4033,4836,0
191,2040,2
1965,3840,1
3691,2854,1
4310,3648,1
166,1059,0
2873,4817,0
3814,786,2
790,230,2
4967,5112,0
1425,246,2
439,4734,0
561,4321,2
4377,897,1
1045,4026,2
3684,3315,1
1514,2468,2
118,1330,2
1659,884,1
1774,337,1
2136,4543,0
688,3577,2
2354,838,2
2476,395,1
5418,4133,1
3841,3251,0
4916,1350,2
4967,1360,0
4017,4967,0
3530,2843,2
1256,1352,0
3473,910,2
5358,4587,0
4304,5457,0
999,4115,2
3250,16,1
4721,855,1
2845,3742,1
513,188,0
424,3265,2
1772,3079,0
3184,2706,0
1500,4238,0
3647,1420,1
251,2213,2
4495,4792,0
4733,3037,2
4380,5166,0
1254,3817,2
4239,3090,1
3385,196,1
1317,5002,0
2922,744,0
3382,277,1
3389,4505,1
2360,493,1
2844,314,1
5137,3852,2
5429,3169,0
3772,367,1
1975,4451,1
4512,3936,2
4857,4700,0
4757,3358,0
1072,5136,0
1902,5234,2
2700,4541,2
2465,2996,2
3710,2358,2
4589,5385,0
1672,3128,0
1910,5393,2
2390,2037,0
2186,3495,0
3523,2224,0
494,545,1
3939,3761,2
2753,3480,1
4510,5288,2
3279,2909,2
2000,3688,0
1519,1594,2
5324,2253,1
4807,4717,0
844,2283,0
1812,863,0
925,2259,1
2223,5274,1
2458,2080,1
3115,3059,0
4874,4243,2
2725,6,1
5087,2421,0
4331,1845,1
5032,796,1
125,2675,2
3656,4461,2
2611,5491,1
3078,3037,1
549,2214,2
4098,3810,0
1573,4421,0
1052,2203,2
2689,24,1
332,51,2
2481,1730,0
4584,3089,1
3585,3740,0
3408,4574,0
4766,4206,1
1203,2196,0
793,3257,2
3076,5455,0
4580,2746,2
827,1333,2
687,2761,2
4127,5033,1
2107,1216,1
4581,1876,0
3041,1010,2
597,1816,1
4835,1857,0
1712,3739,0
4009,4832,0
1125,2545,2
1573,1452,0
3124,3350,1
2575,3239,0
3509,2613,0
2906,2593,1
162,3027,0
2258,119,2
737,2335,2
1764,4173,1
1125,317,2
35,5043,0
1912,4814,1
5254,2507,0
1798,2989,2
5214,2511,0
815,1393,0
1475,1647,0
3756,1267,2
2981,4744,2
4856,2250,1
4988,4055,1
3250,2405,2
3872,3183,1
943,2167,2
2805,1850,1
2262,3523,2
2279,2746,1
3857,2189,2
1012,1868,0
3898,117,1
1447,2872,2
3646,3241,0
2589,843,2
2153,3869,1
1106,2145,2
4771,1590,1
3562,5045,2
1774,1610,0
4802,2339,0
810,4076,1
1372,5179,2
3273,3165,2
1997,4465,1
2794,1431,1
5087,1598,1
3576,3461,2
4687,97,1
2897,1796,1
741,3128,0
1970,429,2
4235,4970,1
3322,4381,0
1404,756,2
4444,551,0
4780,3540,2
127,981,0
957,3116,2
2693,1007,1
41,1085,0
309,5180,0
1686,1842,2
790,5079,0
3797,706,2
11,4410,0
2004,4915,0
1780,908,0
2214,4315,1
3213,5468,0
5256,4130,0
147,3755,2
5130,3707,1
4344,4780,2
3751,5150,2
348,825,0
5434,3084,1
395,2648,2
2450,5315,0
1835,909,0
2654,5328,0
1281,4151,2
3627,940,0
1380,4710,0
600,1383,0
2499,2685,0
1879,882,0
3080,5133,2
609,3333,0
2264,3782,0
3002,3394,0
2160,4812,0
4202,3765,0
1242,4353,0
3404,3117,0
680,256,2
830,5219,0
3985,2660,0
1801,1395,1
4594,4284,2
1327,5219,2
3591,2883,2
1864,1869,1
3824,3259,0
68,2069,2
142,1728,1
1185,4724,2
4000,3535,0
5466,928,0
423,4926,0
3054,5371,0
127,2062,0
1946,4068,0
338,4288,0
1730,2696,1
1479,3161,2
3570,1537,2
1487,4508,2
1062,3128,0
3302,3118,0
314,4511,2
4488,2795,0
4983,2920,2
2610,4438,1
4050,428,2
3785,5293,0
2054,4085,2
3710,5038,2
487,3459,0
4016,1579,0
537,3260,0
2046,252,0
3399,4336,2
2682,5283,1
3997,576,0
1251,2148,0
3490,4124,1
930,2958,2
356,600,0
2872,3405,0
327,533,2
4170,3084,0
3355,1685,2
4070,240,0
2990,3069,0
1596,2609,0
3491,4263,2
4030,129,0
2881,4220,0
2015,253,0
3434,2403,2
4978,2443,0
3817,172,1
557,272,2
3055,2506,0
3384,709,0
4788,602,1
3388,1369,0
2890,70,1
2826,2503,0
809,4825,0
4139,4434,1
1714,3198,2
66,289,2
2565,4492,0
409,3871,2
793,214,2
2866,3430,0
4146,5060,2
2242,503,1
3013,4273,0
1488,1137,2
4002,222,0
1431,2500,2
650,4273,2
2314,3461,0
1885,3897,0
3082,3162,1
1367,2768,1
1663,1111,0
2809,2423,0
3711,1383,1
5212,1452,1
3826,4709,0
193,4556,0
1618,816,0
318,5464,0
255,3312,0
4273,5217,0
3328,3717,1
1256,1467,0
257,695,2
447,2331,0
2834,5049,0
3081,2327,0
2395,1776,0
2643,713,0
2328,3625,0
4440,735,0
1512,2820,2
1861,447,0
3269,1078,0
5481,810,2
5263,114,1
3477,4290,1
4145,3011,0
4381,1813,0
3906,4317,0
4497,1238,0
1531,56,0
2414,2298,2
4280,1111,0
667,2472,2
2792,3791,2
2871,2318,0
3965,3741,2
4779,1127,1
2004,4349,0
98,2352,2
2878,4734,2
2542,971,0
3439,2731,0
2889,3038,0
4771,4174,0
4425,5474,0
316,3731,2
4987,3170,1
3672,3402,0
2298,3084,0
3871,2582,0
2481,3757,1
5393,4252,0
2798,2426,0
4318,797,1
20,2926,0
1133,4586,0
2996,1621,0
1053,1716,2
3385,866,0
3855,563,0
1393,2650,0
496,131,0
1837,326,0
1492,202,0
73,2246,2
1488,4039,2
3229,1724,0
2428,2536,1
385,453,0
128,2839,2
641,3353,0
3268,2792,0
3331,5201,1
3295,4639,2
3290,2636,0
4752,1046,1
5266,3731,0
4608,2122,0
1392,119,1
3847,3057,1
555,4722,0
3700,3286,0
1296,4858,0
15,4735,2
119,516,1
3162,2579,2
3472,3754,0
3934,4320,0
4102,5473,0
5016,5363,0
3319,5169,0
3853,1948,2
21,932,2
4786,2649,0
2300,5293,0
3155,5048,0
3848,2268,0
253,199,1
1065,3637,2
1142,3671,1
3953,422,0
195,2040,0
522,3662,0
3936,1038,1
5239,2735,0
4805,5185,0
5204,2834,0
4000,4405,1
2711,1503,0
166,3426,0
3454,5091,0
3971,3709,0
4545,4940,1
1401,2424,0
1958,827,1
903,767,1
1775,5490,2
2279,1173,0
2018,4685,0
1978,2646,0
4220,4844,0
4023,2059,0
251,1959,0
1512,140,0
5103,4158,2
4344,2067,2
1737,4494,0
1571,4208,1
3418,3434,1
4687,2688,0
453,4414,0
3027,270,1
752,2778,2
2668,4023,2
88,3652,0
3468,1277,1
2194,2296,0
2067,4067,0
4708,5127,0
1919,587,1
1775,4530,2
481,1433,0
1506,1931,0
3834,3572,0
1122,4659,0
5080,3145,0
3496,58,1
853,4028,2
3498,2647,0
3442,2874,2
2368,2845,0
4549,2611,1
1535,2086,0
3803,53,1
2552,3231,0
2344,2006,0
4891,911,0
1741,4619,0
265,3030,2
2494,1734,0
5153,594,1
3095,5107,1
4334,4519,0
3138,2098,0
4151,175,0
5023,1356,1
4144,32,1
2482,4244,0
136,3588,1
3314,3588,1
157,4575,1
2459,4667,0
2728,2216,0
1103,3714,0
1219,1560,2
1769,3884,0
612,1768,0
3096,4997,0
278,4596,0
4751,3908,0
1349,3916,2
3189,474,0
1273,4212,0
2221,5130,0
3122,519,0
2373,3412,0
4062,2675,0
3291,3434,1
4438,1793,2
3229,2078,0
2758,118,1
4222,2694,2
1136,4452,0
663,2269,1
3561,3504,0
5435,1700,1
1662,3414,0
1604,2755,0
3153,5140,0
1992,2993,1
4968,2437,0
1956,2759,0
618,5384,2
4602,2100,0
2500,4006,0
1538,5207,1
2477,3683,2
1528,2594,0
2841,1252,0
4718,1705,1
1645,5112,2
1487,3236,2
3248,4930,0
4863,950,0
4665,591,1
3574,2312,0
3145,2718,0
5080,5141,2
1260,4303,2
3926,4562,0
2067,5187,0
1376,4615,0
5435,40,1
1266,4057,0
2729,3035,0
935,2592,2
5295,4743,1
3970,2846,0
2482,3065,0
612,5058,0
5061,5123,0
5388,3679,0
1300,4263,0
3522,5004,0
1918,454,0
630,3852,0
2400,721,0
2534,3683,0
2232,1339,1
33,1245,1
2606,2496,0
1575,2500,0
4709,4716,0
246,4053,1
1614,1379,0
1873,4071,1
2718,2245,0
2970,2694,0
1197,4163,0
262,4871,0
5465,3092,0
5336,611,1
893,2978,2
3945,3218,0
3182,858,0
3585,3370,0
641,911,0
2219,3550,1
3433,2424,0
2856,3335,0
4734,2834,0
2246,5006,0
422,2123,0
5362,2099,0
215,1488,1
1257,1954,1
4177,4783,0
1519,4266,2
3859,2763,1
5084,1818,0
544,4133,0
2640,4635,0
3046,2624,0
2595,4072,0
3782,2270,2
4774,3420,0
620,4567,0
69,5072,0
3528,3737,2
4367,578,1
1033,4705,2
3523,4165,1
4721,3186,0
1263,2181,2
1849,2542,1
3376,4793,0
3031,1587,2
5128,4943,0
5454,2619,2
1592,2348,2
2604,2755,0
111,5161,1
2470,1992,2
1389,786,0
4113,1627,2
1659,4852,1
4533,4348,1
1725,3157,1
2233,881,1
2716,2465,0
4750,3487,1
3030,5441,1
2159,2276,0
2656,65,1
4839,1424,1
396,201,0
2432,2182,0
905,5096,2
4243,544,0
5141,4980,1
864,5092,2
2874,432,0
510,437,0
3579,3679,0
1885,1075,0
3052,3905,0
4524,1229,1
2565,1280,1
1321,1152,2
2089,84,0
2977,4648,0
907,1298,0
135,1452,0
1670,4974,2
3883,2367,0
4923,1985,0
1971,693,0
4580,2612,2
1932,2185,0
4585,2406,1
5175,4431,2
995,5178,2
120,4384,2
2035,4270,0
2180,5034,0
4043,405,1
2420,3221,0
4179,2180,0
3061,2784,2
2456,4880,1
3470,2997,1
2902,1121,0
767,71,2
4458,2016,0
901,2493,0
691,4748,2
3878,3906,0
2364,359,2
521,2520,0
5190,1302,1
2642,2368,0
2790,4105,0
